problem,dim,algorithm,runs,best,median,mean,std,worst,mean_error,success_rate,median_evals_to_target,mean_evaluations,mean_seconds
sphere_30d,30,CDA,30,1.3417871420003438,2.9062219122258774,4.584670882012287,3.900683190333101,15.211206819929938,4.584670882012287,0.0,nan,28777.933333333334,0.02012608716674246
sphere_30d,30,CDA (tuned),30,0.021601457923685542,0.11650208020775497,0.1722920953966804,0.16159817142638438,0.5149247323960243,0.1722920953966804,0.0,nan,60000.0,0.03930471983342917
sphere_30d,30,DE,30,7.477797097854367e-19,7.065981487202653e-18,9.97827209926326e-18,9.77731792182518e-18,4.594030850021218e-17,9.97827209926326e-18,1.0,19050.0,60000.0,0.0822860413665694
sphere_30d,30,GA,30,2.156589142504661e-06,1.54968802967117e-05,2.287297091476768e-05,2.041398577291011e-05,8.925014051618666e-05,2.287297091476768e-05,1.0,33950.0,60000.0,0.09943423506659504
sphere_30d,30,PSO,30,1.2384327351064664e-26,1.3847538112504806e-24,0.8738133333333333,4.786072737154477,26.2144,0.8738133333333333,0.9666666666666667,13450.0,60000.0,0.05238199486669449
sphere_30d,30,Random,30,67.8150179020845,102.26319428103363,102.0691739490053,9.905165865357745,115.98397078913852,102.0691739490053,0.0,nan,60000.0,0.025610630366675952
step_10d,10,CDA,30,14.0,39.5,129.66666666666666,419.0027843980674,2311.0,129.66666666666666,0.0,nan,11661.633333333333,0.00465712506681181
step_10d,10,CDA (tuned),30,0.0,0.0,0.7666666666666667,1.2780193008453877,6.0,0.7666666666666667,0.5666666666666667,25541.0,30000.0,0.008805446100025923
step_10d,10,DE,30,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5000.0,30000.0,0.03809906406677328
step_10d,10,GA,30,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3825.0,30000.0,0.03760199110007913
step_10d,10,PSO,30,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3775.0,30000.0,0.020844234699992133
step_10d,10,Random,30,1780.0,4092.5,3962.733333333333,934.1460394330782,5974.0,3962.733333333333,0.0,nan,30000.0,0.011532619166731213
step_30d,30,CDA,30,520.0,1296.0,3833.4666666666667,6375.59492684913,25828.0,3833.4666666666667,0.0,nan,25638.5,0.01756761310004246
step_30d,30,CDA (tuned),30,45.0,110.0,127.53333333333333,66.77328256397027,338.0,127.53333333333333,0.0,nan,60000.0,0.03686144416666745
step_30d,30,DE,30,0.0,0.0,0.0,0.0,0.0,0.0,1.0,15225.0,60000.0,0.08308966686669615
step_30d,30,GA,30,0.0,0.0,0.0,0.0,0.0,0.0,1.0,15350.0,60000.0,0.09891344859994812
step_30d,30,PSO,30,0.0,1.0,335.8,1825.2843028435043,10000.0,335.8,0.4666666666666667,16300.0,60000.0,0.050932129199948876
step_30d,30,Random,30,25750.0,39151.5,38932.3,3803.938096871134,44292.0,38932.3,0.0,nan,60000.0,0.02714680869997513
zakharov_10d,10,CDA,30,4.150500242229662,26.691654691371074,29.249057480071876,13.21012986482573,58.24904440762801,29.249057480071876,0.0,nan,9102.833333333334,0.004582148566593484
zakharov_10d,10,CDA (tuned),30,0.0032734923295799218,0.021899365227017263,0.6236780635589214,1.2005484070437495,4.636028414064685,0.6236780635589214,0.0,nan,30000.0,0.014587263866784876
zakharov_10d,10,DE,30,9.699218228247281e-18,1.0280485451614105e-16,2.3107579032954765e-16,4.781149767178635e-16,2.6381335978215356e-15,2.3107579032954765e-16,1.0,10625.0,30000.0,0.041486303233371775
zakharov_10d,10,GA,30,0.22989762130616087,2.0574671045560042,2.6653682649800476,2.15322935648988,7.580518888858955,2.6653682649800476,0.0,nan,30000.0,0.04207106373323768
zakharov_10d,10,PSO,30,8.338741492174069e-19,5.67274404850613e-17,0.9975363820309368,5.463731783704352,29.926091460928102,0.9975363820309368,0.9666666666666667,10700.0,30000.0,0.024959570733335566
zakharov_10d,10,Random,30,15.905572186956384,38.827308085241185,37.14515690493602,10.12747774764047,58.75416160451071,37.14515690493602,0.0,nan,30000.0,0.015014152599966716
