problem,reference,other,median_reference,median_other,u_statistic,p_value,verdict
rosenbrock_30d,CDA (budgeted),GA,37.900462752124184,27.49928957099773,623.0,0.010762612595411516,GA better
rosenbrock_30d,CDA (budgeted),PSO,37.900462752124184,21.282833493643412,843.0,6.5182731281236696e-09,PSO better
rosenbrock_30d,CDA (budgeted),Random,37.900462752124184,2915.7436632094596,0.0,3.019859359162157e-11,CDA (budgeted) better
schwefel_10d,CDA (budgeted),CDA (paper),1011.152876773479,1598.270364259711,18.0,1.77690788708274e-10,CDA (budgeted) better
schwefel_10d,CDA (budgeted),DE,1011.152876773479,264.12631266244284,874.0,3.8201597819993253e-10,DE better
schwefel_10d,CDA (budgeted),GA,1011.152876773479,473.7559746962461,880.0,2.154399276691175e-10,GA better
schwefel_10d,CDA (budgeted),PSO,1011.152876773479,713.6641267109526,689.0,0.00042003702627000554,PSO better
schwefel_10d,CDA (budgeted),Random,1011.152876773479,1723.1336334665257,2.0,3.6897258539809896e-11,CDA (budgeted) better
six_hump_camel,CDA (budgeted),CDA (paper),-1.0316042848199602,-1.0316284504709896,900.0,3.019859359162157e-11,CDA (paper) better
six_hump_camel,CDA (budgeted),DE,-1.0316042848199602,-1.0316284534898774,900.0,1.2117803970059759e-12,DE better
six_hump_camel,CDA (budgeted),GA,-1.0316042848199602,-1.0316284534898774,849.0,2.135105707401743e-09,GA better
six_hump_camel,CDA (budgeted),PSO,-1.0316042848199602,-1.0316284534898774,900.0,1.2117803970059759e-12,PSO better
six_hump_camel,CDA (budgeted),Random,-1.0316042848199602,-1.0298571006544779,1.0,3.3383888204288e-11,CDA (budgeted) better
sphere_10d,CDA (budgeted),CDA (paper),2.6921820301458502e-05,0.17178264337899618,0.0,3.019859359162157e-11,CDA (budgeted) better
sphere_10d,CDA (budgeted),DE,2.6921820301458502e-05,2.937378800853803e-25,900.0,3.019859359162157e-11,DE better
sphere_10d,CDA (budgeted),GA,2.6921820301458502e-05,1.1504339770199772e-05,558.0,0.11198687208268976,tie
sphere_10d,CDA (budgeted),PSO,2.6921820301458502e-05,0.0,900.0,1.591331959917232e-11,PSO better
sphere_10d,CDA (budgeted),Random,2.6921820301458502e-05,10.7338740437816,0.0,3.019859359162157e-11,CDA (budgeted) better
sphere_2d,CDA (budgeted),CDA (paper),3.049404345773916e-05,2.6929703520194392e-09,900.0,3.019859359162157e-11,CDA (paper) better
sphere_2d,CDA (budgeted),DE,3.049404345773916e-05,0.0,900.0,1.2117803970059759e-12,DE better
sphere_2d,CDA (budgeted),GA,3.049404345773916e-05,0.0,893.0,2.620719300091149e-11,GA better
sphere_2d,CDA (budgeted),PSO,3.049404345773916e-05,1.2409317703291292e-21,900.0,3.019859359162157e-11,PSO better
sphere_2d,CDA (budgeted),Random,3.049404345773916e-05,0.0032228480299441916,0.0,3.019859359162157e-11,CDA (budgeted) better
sphere_30d,CDA (budgeted),CDA (paper),0.11650208020775497,2.9062219122258774,0.0,3.019859359162157e-11,CDA (budgeted) better
sphere_30d,CDA (budgeted),DE,0.11650208020775497,7.065981487202653e-18,900.0,3.019859359162157e-11,DE better
sphere_30d,CDA (budgeted),GA,0.11650208020775497,1.54968802967117e-05,900.0,3.019859359162157e-11,GA better
sphere_30d,CDA (budgeted),PSO,0.11650208020775497,1.3847538112504806e-24,870.0,5.572653248454238e-10,PSO better
sphere_30d,CDA (budgeted),Random,0.11650208020775497,102.26319428103363,0.0,3.019859359162157e-11,CDA (budgeted) better
step_10d,CDA (budgeted),CDA (paper),0.0,39.5,0.0,1.6833056477970457e-11,CDA (budgeted) better
step_10d,CDA (budgeted),DE,0.0,0.0,645.0,6.351901546106804e-05,DE better
step_10d,CDA (budgeted),GA,0.0,0.0,645.0,6.351901546106804e-05,GA better
step_10d,CDA (budgeted),PSO,0.0,0.0,645.0,6.351901546106804e-05,PSO better
step_10d,CDA (budgeted),Random,0.0,4092.5,0.0,1.6877512379779156e-11,CDA (budgeted) better
step_30d,CDA (budgeted),CDA (paper),110.0,1296.0,0.0,3.0179667984904466e-11,CDA (budgeted) better
step_30d,CDA (budgeted),DE,110.0,0.0,900.0,1.2117803970059759e-12,DE better
step_30d,CDA (budgeted),GA,110.0,0.0,900.0,1.2117803970059759e-12,GA better
step_30d,CDA (budgeted),PSO,110.0,1.0,870.0,4.0445004559420357e-10,PSO better
step_30d,CDA (budgeted),Random,110.0,39151.5,0.0,3.0179667984904466e-11,CDA (budgeted) better
zakharov_10d,CDA (budgeted),CDA (paper),0.021899365227017263,26.691654691371074,2.0,3.6897258539809896e-11,CDA (budgeted) better
zakharov_10d,CDA (budgeted),DE,0.021899365227017263,1.0280485451614105e-16,900.0,3.019859359162157e-11,DE better
zakharov_10d,CDA (budgeted),GA,0.021899365227017263,2.0574671045560042,107.0,4.1127057365406515e-07,CDA (budgeted) better
zakharov_10d,CDA (budgeted),PSO,0.021899365227017263,5.67274404850613e-17,870.0,5.572653248454238e-10,PSO better
zakharov_10d,CDA (budgeted),Random,0.021899365227017263,38.827308085241185,0.0,3.019859359162157e-11,CDA (budgeted) better
