problem,reference,other,median_reference,median_other,u_statistic,p_value,verdict
rosenbrock_10d,CDA (budgeted),DE,7.07424119822889,4.26422363697198,767.0,2.87897208006701e-06,DE better
rosenbrock_10d,CDA (budgeted),GA,7.07424119822889,7.666588847884809,276.0,0.010314672402337998,CDA (budgeted) better
rosenbrock_10d,CDA (budgeted),PSO,7.07424119822889,1.66408124914838,854.0,2.438626624144956e-09,PSO better
rosenbrock_10d,CDA (budgeted),Random,7.07424119822889,144.75658891254255,0.0,3.019859359162157e-11,CDA (budgeted) better
rosenbrock_2d,CDA (budgeted),CDA (paper),0.0005962149978493851,1.728140417554467e-05,796.0,3.2555395233551233e-07,CDA (paper) better
rosenbrock_2d,CDA (budgeted),DE,0.0005962149978493851,0.0,900.0,1.2117803970059759e-12,DE better
rosenbrock_2d,CDA (budgeted),GA,0.0005962149978493851,0.005313806447750178,216.0,0.0005561109783724005,CDA (budgeted) better
rosenbrock_2d,CDA (budgeted),PSO,0.0005962149978493851,3.6050488742715796e-11,900.0,3.019859359162157e-11,PSO better
rosenbrock_2d,CDA (budgeted),Random,0.0005962149978493851,0.004855817888653576,117.0,8.841094917328212e-07,CDA (budgeted) better
rosenbrock_30d,CDA (budgeted),CDA (paper),37.900462752124184,162.9252824505621,14.0,1.2056679006359843e-10,CDA (budgeted) better
rosenbrock_30d,CDA (budgeted),DE,37.900462752124184,25.5893733591832,857.0,1.856733730733389e-09,DE better
