algorithm,problem,dim,seed,best_value,error,evaluations,iterations,evals_to_target,success,stop_reason,seconds
Random,branin,2,15,0.39817390596529556,0.00028654823555657183,10000,200,,False,budget_exhausted,0.003975855999669875
Random,branin,2,16,0.4011732090523452,0.003285851322606226,10000,200,,False,budget_exhausted,0.004036233000078937
Random,branin,2,17,0.39828234698939546,0.00039498925965647524,10000,200,,False,budget_exhausted,0.003988901000411715
Random,branin,2,18,0.40550343922222964,0.007616081492490656,10000,200,,False,budget_exhausted,0.0039691430001767
Random,branin,2,19,0.4008178946671528,0.002930536937413797,10000,200,,False,budget_exhausted,0.00397218200032512
Random,branin,2,20,0.40122124161512573,0.003333883885386746,10000,200,,False,budget_exhausted,0.003967379999266996
Random,branin,2,21,0.4050985924462367,0.007211234716497705,10000,200,,False,budget_exhausted,0.003931743999601167
Random,branin,2,22,0.4068896283914665,0.009002270661727485,10000,200,,False,budget_exhausted,0.003923533000488533
Random,branin,2,23,0.4012661547361276,0.003378797006388601,10000,200,,False,budget_exhausted,0.0040175969998017536
Random,branin,2,24,0.39790367462718557,1.6316897446577716e-05,10000,200,1200,True,budget_exhausted,0.003998834000412899
Random,branin,2,25,0.41807130480674815,0.020183947077009157,10000,200,,False,budget_exhausted,0.0039017799999783165
Random,branin,2,26,0.41274404134924403,0.01485668361950504,10000,200,,False,budget_exhausted,0.003929953999431746
Random,branin,2,27,0.40500391756494025,0.007116559835201264,10000,200,,False,budget_exhausted,0.003943980999792984
Random,branin,2,28,0.4036346462313194,0.005747288501580405,10000,200,,False,budget_exhausted,0.004001377999884426
Random,branin,2,29,0.39871967779099826,0.0008323200612592729,10000,200,,False,budget_exhausted,0.003940516000511707
CDA (paper),booth,2,0,1.7748333024670025e-09,1.7748333024670025e-09,7517,18,6158,True,extinction,0.0020954939991497668
CDA (paper),booth,2,1,5.256670807046986e-06,5.256670807046986e-06,6548,20,5222,True,extinction,0.0019379200002731523
CDA (paper),booth,2,2,9.757441119897142e-07,9.757441119897142e-07,8271,27,5940,True,mean_gap,0.0025516400000924477
CDA (paper),booth,2,3,1.0041233550809282e-10,1.0041233550809282e-10,9517,21,5622,True,extinction,0.002324569000847987
CDA (paper),booth,2,4,1.6994194992482969e-09,1.6994194992482969e-09,8800,15,5237,True,extinction,0.001842750999458076
CDA (paper),booth,2,5,7.063514306900134e-09,7.063514306900134e-09,8263,24,4695,True,mean_gap,0.0023079800002960837
CDA (paper),booth,2,6,3.4932637799865714e-07,3.4932637799865714e-07,7852,26,6729,True,mean_gap,0.002418511000541912
CDA (paper),booth,2,7,3.873748217469371e-07,3.873748217469371e-07,7313,22,4976,True,mean_gap,0.002103187999637157
CDA (paper),booth,2,8,3.9043941909953155e-08,3.9043941909953155e-08,7643,23,5745,True,extinction,0.002156419000129972
CDA (paper),booth,2,9,1.0882042838106285e-08,1.0882042838106285e-08,8330,15,5381,True,extinction,0.0018080830004691961
CDA (paper),booth,2,10,1.1178214622088894e-07,1.1178214622088894e-07,7091,14,5979,True,extinction,0.0015736320001451531
CDA (paper),booth,2,11,6.406568399776423e-10,6.406568399776423e-10,7421,20,6204,True,mean_gap,0.001991808000639139
CDA (paper),booth,2,12,2.541598273692089e-06,2.541598273692089e-06,7728,27,6548,True,mean_gap,0.0023930730003485223
CDA (paper),booth,2,13,7.138903039034754e-09,7.138903039034754e-09,9591,22,5672,True,mean_gap,0.0023241629996846314
CDA (paper),booth,2,14,2.735208195535745e-08,2.735208195535745e-08,9076,15,6748,True,extinction,0.001846580999881553
CDA (paper),booth,2,15,1.6570632891736709e-06,1.6570632891736709e-06,7555,27,5869,True,mean_gap,0.002387770000495948
CDA (paper),booth,2,16,4.6787018875349475e-09,4.6787018875349475e-09,7443,21,4995,True,mean_gap,0.0020027030004712287
CDA (paper),booth,2,17,3.415829772382103e-08,3.415829772382103e-08,8995,23,6857,True,mean_gap,0.0023325089996433235
CDA (paper),booth,2,18,2.183120723140481e-07,2.183120723140481e-07,7760,17,6751,True,extinction,0.0018601009996928042
CDA (paper),booth,2,19,1.0545398435586542e-07,1.0545398435586542e-07,8657,16,3909,True,extinction,0.0018645800000740564
CDA (paper),booth,2,20,5.004612122910834e-06,5.004612122910834e-06,7081,26,4066,True,mean_gap,0.0022976620002737036
CDA (paper),booth,2,21,1.2012496484623678e-08,1.2012496484623678e-08,7316,21,4097,True,extinction,0.001993015000152809
CDA (paper),booth,2,22,1.135212865119414e-08,1.135212865119414e-08,9452,16,5785,True,extinction,0.0019496889999572886
CDA (paper),booth,2,23,2.567923089487298e-08,2.567923089487298e-08,7626,25,5892,True,mean_gap,0.002357757999561727
CDA (paper),booth,2,24,1.2287390865015986e-07,1.2287390865015986e-07,7941,16,6540,True,extinction,0.0018159940000259667
CDA (paper),booth,2,25,2.8481951798904318e-08,2.8481951798904318e-08,7578,15,5605,True,extinction,0.001711583000542305
CDA (paper),booth,2,26,2.759843092638885e-10,2.759843092638885e-10,7246,15,6396,True,extinction,0.0017058660005204729
CDA (paper),booth,2,27,4.384153689584987e-08,4.384153689584987e-08,8006,20,5482,True,mean_gap,0.00202053400062141
CDA (paper),booth,2,28,3.344583932502758e-07,3.344583932502758e-07,7450,21,4936,True,mean_gap,0.001979609999580134
CDA (paper),booth,2,29,7.757772893678716e-10,7.757772893678716e-10,8236,15,5805,True,extinction,0.0017690770000626799
CDA (budgeted),booth,2,0,0.0005074660488227675,0.0005074660488227675,10000,10,,False,budget_exhausted,0.0015610740001648082
CDA (budgeted),booth,2,1,0.00018550332937027048,0.00018550332937027048,10000,9,,False,budget_exhausted,0.0014330160001918557
CDA (budgeted),booth,2,2,0.0003311495676374437,0.0003311495676374437,10000,10,,False,budget_exhausted,0.0015363450002041645
CDA (budgeted),booth,2,3,0.00039386921577718625,0.00039386921577718625,10000,10,,False,budget_exhausted,0.001537672999802453
CDA (budgeted),booth,2,4,0.0004079285650205108,0.0004079285650205108,10000,10,,False,budget_exhausted,0.0015314579995902022
CDA (budgeted),booth,2,5,0.00018769747371404885,0.00018769747371404885,10000,9,,False,budget_exhausted,0.0015322440003728843
CDA (budgeted),booth,2,6,0.0003734376306660545,0.0003734376306660545,10000,9,,False,budget_exhausted,0.0015257040004144073
CDA (budgeted),booth,2,7,0.00036120302302647156,0.00036120302302647156,10000,12,,False,budget_exhausted,0.001604002999556542
CDA (budgeted),booth,2,8,0.0023027049344096374,0.0023027049344096374,10000,9,,False,budget_exhausted,0.001418675999957486
CDA (budgeted),booth,2,9,0.0003896462840725386,0.0003896462840725386,10000,9,,False,budget_exhausted,0.0014261530004660017
CDA (budgeted),booth,2,10,0.00030125425761444913,0.00030125425761444913,10000,10,,False,budget_exhausted,0.001541657999950985
CDA (budgeted),booth,2,11,0.0003715053969628143,0.0003715053969628143,10000,9,,False,budget_exhausted,0.00141332700059138
CDA (budgeted),booth,2,12,0.0003074733801627051,0.0003074733801627051,10000,14,,False,budget_exhausted,0.0017523980004625628
CDA (budgeted),booth,2,13,0.0008670761397949933,0.0008670761397949933,10000,10,,False,budget_exhausted,0.0014932770000086748
CDA (budgeted),booth,2,14,0.00025269554110422907,0.00025269554110422907,10000,10,,False,budget_exhausted,0.0015230110002448782
CDA (budgeted),booth,2,15,0.0009639076181859153,0.0009639076181859153,10000,9,,False,budget_exhausted,0.0014474730005531455
CDA (budgeted),booth,2,16,8.73750468673005e-05,8.73750468673005e-05,10000,10,8285,True,budget_exhausted,0.001475222999943071
CDA (budgeted),booth,2,17,0.000115705536928083,0.000115705536928083,10000,9,,False,budget_exhausted,0.0014833749992249068
CDA (budgeted),booth,2,18,0.0005396514496703739,0.0005396514496703739,10000,10,,False,budget_exhausted,0.0014846100002614548
CDA (budgeted),booth,2,19,0.0003011057435374614,0.0003011057435374614,10000,10,,False,budget_exhausted,0.0015623270001015044
CDA (budgeted),booth,2,20,0.0006016854702261167,0.0006016854702261167,10000,15,,False,budget_exhausted,0.0018163190006816876
CDA (budgeted),booth,2,21,0.000358672074534606,0.000358672074534606,10000,9,,False,budget_exhausted,0.0015524230002483819
CDA (budgeted),booth,2,22,0.000968959851693768,0.000968959851693768,10000,9,,False,budget_exhausted,0.0014366360001076828
CDA (budgeted),booth,2,23,0.0005057080876004976,0.0005057080876004976,10000,9,,False,budget_exhausted,0.0014840780004305998
CDA (budgeted),booth,2,24,0.001865665743708475,0.001865665743708475,10000,10,,False,budget_exhausted,0.001573483999891323
CDA (budgeted),booth,2,25,0.0006371815986291241,0.0006371815986291241,10000,14,,False,budget_exhausted,0.0017435609997846768
CDA (budgeted),booth,2,26,0.0005029710133472094,0.0005029710133472094,10000,9,,False,budget_exhausted,0.0015031760003694217
CDA (budgeted),booth,2,27,9.839497186766688e-05,9.839497186766688e-05,10000,11,9916,True,budget_exhausted,0.0015307529993151547
CDA (budgeted),booth,2,28,0.00035900180276367337,0.00035900180276367337,10000,10,,False,budget_exhausted,0.0015424680004798574
CDA (budgeted),booth,2,29,0.00030899648634679624,0.00030899648634679624,10000,10,,False,budget_exhausted,0.0015418579996548942
PSO,booth,2,0,5.638989247283926e-21,5.638989247283926e-21,10000,199,1150,True,budget_exhausted,0.006236328000341018
PSO,booth,2,1,3.2741270400950766e-20,3.2741270400950766e-20,10000,199,1850,True,budget_exhausted,0.0062120359998516506
PSO,booth,2,2,1.6966397226528958e-18,1.6966397226528958e-18,10000,199,1550,True,budget_exhausted,0.006268351000471739
PSO,booth,2,3,2.0317260077313894e-20,2.0317260077313894e-20,10000,199,1850,True,budget_exhausted,0.0062637119999635615
PSO,booth,2,4,5.860139217401502e-19,5.860139217401502e-19,10000,199,1700,True,budget_exhausted,0.006308405000709172
PSO,booth,2,5,1.7961836896776273e-18,1.7961836896776273e-18,10000,199,2000,True,budget_exhausted,0.0062112850000630715
PSO,booth,2,6,4.5838723286636125e-20,4.5838723286636125e-20,10000,199,1800,True,budget_exhausted,0.006237935000172001
PSO,booth,2,7,6.398322634470188e-19,6.398322634470188e-19,10000,199,1650,True,budget_exhausted,0.006323574999441917
PSO,booth,2,8,3.069176098908898e-18,3.069176098908898e-18,10000,199,1850,True,budget_exhausted,0.006262816999878851
PSO,booth,2,9,2.673207754305402e-19,2.673207754305402e-19,10000,199,1400,True,budget_exhausted,0.006302961000073992
PSO,booth,2,10,5.497853569702273e-20,5.497853569702273e-20,10000,199,1850,True,budget_exhausted,0.006260268999540131
PSO,booth,2,11,3.119245710835538e-20,3.119245710835538e-20,10000,199,1750,True,budget_exhausted,0.006086641999900166
PSO,booth,2,12,3.966943350079767e-20,3.966943350079767e-20,10000,199,1750,True,budget_exhausted,0.0060844550007459475
PSO,booth,2,13,7.877163511619211e-20,7.877163511619211e-20,10000,199,1050,True,budget_exhausted,0.0061564269999507815
PSO,booth,2,14,3.0755690087616136e-21,3.0755690087616136e-21,10000,199,2100,True,budget_exhausted,0.006263806999413646
PSO,booth,2,15,9.56743507573493e-20,9.56743507573493e-20,10000,199,1650,True,budget_exhausted,0.00630065299992566
PSO,booth,2,16,4.7814395589042713e-20,4.7814395589042713e-20,10000,199,1500,True,budget_exhausted,0.006280132000028971
PSO,booth,2,17,4.941902510732936e-21,4.941902510732936e-21,10000,199,2150,True,budget_exhausted,0.006267857000239019
PSO,booth,2,18,1.8593675406264452e-19,1.8593675406264452e-19,10000,199,1750,True,budget_exhausted,0.006298131999756151
PSO,booth,2,19,1.0520381415509084e-19,1.0520381415509084e-19,10000,199,1750,True,budget_exhausted,0.006314907999694697
PSO,booth,2,20,8.721232823468516e-19,8.721232823468516e-19,10000,199,2150,True,budget_exhausted,0.006265451000217581
PSO,booth,2,21,9.152594956300347e-20,9.152594956300347e-20,10000,199,1550,True,budget_exhausted,0.006272063000324124
PSO,booth,2,22,8.095396930473107e-20,8.095396930473107e-20,10000,199,1900,True,budget_exhausted,0.0063134259999060305
PSO,booth,2,23,1.6058630465157314e-19,1.6058630465157314e-19,10000,199,1600,True,budget_exhausted,0.006288036999649194
PSO,booth,2,24,1.8966478551480425e-21,1.8966478551480425e-21,10000,199,1600,True,budget_exhausted,0.0062819029999445775
PSO,booth,2,25,3.410381996128626e-19,3.410381996128626e-19,10000,199,1550,True,budget_exhausted,0.006242792999728408
PSO,booth,2,26,5.805941526375575e-20,5.805941526375575e-20,10000,199,1800,True,budget_exhausted,0.00619913200080191
PSO,booth,2,27,3.0273785420912223e-20,3.0273785420912223e-20,10000,199,1850,True,budget_exhausted,0.006260526000005484
PSO,booth,2,28,1.9214117592982462e-19,1.9214117592982462e-19,10000,199,1550,True,budget_exhausted,0.006299026000306185
PSO,booth,2,29,6.797213358672079e-20,6.797213358672079e-20,10000,199,1850,True,budget_exhausted,0.006275722999816935
GA,booth,2,0,2.004417133695087e-15,2.004417133695087e-15,10000,199,650,True,budget_exhausted,0.010593600999527553
GA,booth,2,1,2.5234625586099653e-09,2.5234625586099653e-09,10000,199,750,True,budget_exhausted,0.010405396000351175
GA,booth,2,2,1.1952160841612316e-09,1.1952160841612316e-09,10000,199,550,True,budget_exhausted,0.010329632999855676
GA,booth,2,3,3.148172061517367e-05,3.148172061517367e-05,10000,199,800,True,budget_exhausted,0.010365677000663709
GA,booth,2,4,0.00020601966506709828,0.00020601966506709828,10000,199,,False,budget_exhausted,0.010671379000086745
GA,booth,2,5,0.0006244625001052051,0.0006244625001052051,10000,199,,False,budget_exhausted,0.010617734000334167
GA,booth,2,6,3.484030469281723e-15,3.484030469281723e-15,10000,199,650,True,budget_exhausted,0.010592258000542643
GA,booth,2,7,1.8488417247313057e-06,1.8488417247313057e-06,10000,199,600,True,budget_exhausted,0.010604904000501847
GA,booth,2,8,2.624871763439678e-08,2.624871763439678e-08,10000,199,800,True,budget_exhausted,0.010595596999337431
GA,booth,2,9,5.422734836220004e-05,5.422734836220004e-05,10000,199,950,True,budget_exhausted,0.01046892099930119
GA,booth,2,10,2.1981704245169617e-10,2.1981704245169617e-10,10000,199,500,True,budget_exhausted,0.010388494999460818
GA,booth,2,11,0.1090007391994195,0.1090007391994195,10000,199,,False,budget_exhausted,0.010526217000006
GA,booth,2,12,0.055366881865685134,0.055366881865685134,10000,199,,False,budget_exhausted,0.010573980000117444
GA,booth,2,13,0.002801073246270512,0.002801073246270512,10000,199,,False,budget_exhausted,0.010540469999796187
GA,booth,2,14,9.093036118720905e-11,9.093036118720905e-11,10000,199,750,True,budget_exhausted,0.010722815000008268
GA,booth,2,15,2.165387938276754e-11,2.165387938276754e-11,10000,199,700,True,budget_exhausted,0.010482419000254595
GA,booth,2,16,5.793372182301481e-19,5.793372182301481e-19,10000,199,700,True,budget_exhausted,0.010571548999905644
GA,booth,2,17,2.2754617968408314e-06,2.2754617968408314e-06,10000,199,700,True,budget_exhausted,0.010614994000206934
GA,booth,2,18,6.732681606256011e-11,6.732681606256011e-11,10000,199,750,True,budget_exhausted,0.010675420000552549
GA,booth,2,19,0.0040897959004181595,0.0040897959004181595,10000,199,,False,budget_exhausted,0.01061654300065129
GA,booth,2,20,1.8661698622049997e-17,1.8661698622049997e-17,10000,199,500,True,budget_exhausted,0.01052063699989958
GA,booth,2,21,0.0007946178394905477,0.0007946178394905477,10000,199,,False,budget_exhausted,0.010558363000200188
GA,booth,2,22,5.002572938911754e-05,5.002572938911754e-05,10000,199,1000,True,budget_exhausted,0.010441562999403686
GA,booth,2,23,2.6464378537716764e-06,2.6464378537716764e-06,10000,199,500,True,budget_exhausted,0.010458208000272862
GA,booth,2,24,1.4554816377162008e-11,1.4554816377162008e-11,10000,199,450,True,budget_exhausted,0.010362244999669201
GA,booth,2,25,5.864580721896026e-17,5.864580721896026e-17,10000,199,800,True,budget_exhausted,0.010491066999748
GA,booth,2,26,4.714866446991848e-07,4.714866446991848e-07,10000,199,700,True,budget_exhausted,0.010618686999805504
GA,booth,2,27,0.0001910805364851072,0.0001910805364851072,10000,199,,False,budget_exhausted,0.010633273999701487
GA,booth,2,28,0.07409125818520697,0.07409125818520697,10000,199,,False,budget_exhausted,0.010693987000195193
GA,booth,2,29,1.891275277562996e-12,1.891275277562996e-12,10000,199,750,True,budget_exhausted,0.010561090999544831
DE,booth,2,0,0.0,0.0,10000,199,900,True,budget_exhausted,0.012061006000294583
DE,booth,2,1,0.0,0.0,10000,199,1150,True,budget_exhausted,0.011860818000059226
DE,booth,2,2,0.0,0.0,10000,199,1050,True,budget_exhausted,0.011889430000337597
DE,booth,2,3,0.0,0.0,10000,199,1350,True,budget_exhausted,0.011860139000418712
DE,booth,2,4,0.0,0.0,10000,199,1200,True,budget_exhausted,0.011782472000049893
DE,booth,2,5,0.0,0.0,10000,199,1150,True,budget_exhausted,0.011758941000152845
DE,booth,2,6,0.0,0.0,10000,199,1300,True,budget_exhausted,0.011963509000452177
DE,booth,2,7,0.0,0.0,10000,199,1050,True,budget_exhausted,0.0117763489997742
DE,booth,2,8,0.0,0.0,10000,199,1150,True,budget_exhausted,0.012035603000185802
DE,booth,2,9,0.0,0.0,10000,199,1250,True,budget_exhausted,0.011958572000366985
DE,booth,2,10,0.0,0.0,10000,199,1300,True,budget_exhausted,0.011874822000208951
DE,booth,2,11,0.0,0.0,10000,199,1150,True,budget_exhausted,0.011983504999989236
DE,booth,2,12,0.0,0.0,10000,199,1000,True,budget_exhausted,0.011985242000264407
DE,booth,2,13,0.0,0.0,10000,199,1250,True,budget_exhausted,0.011817073000202072
DE,booth,2,14,0.0,0.0,10000,199,1300,True,budget_exhausted,0.011754559999644698
DE,booth,2,15,0.0,0.0,10000,199,1150,True,budget_exhausted,0.011725100000148814
DE,booth,2,16,0.0,0.0,10000,199,1250,True,budget_exhausted,0.011769776999244641
DE,booth,2,17,0.0,0.0,10000,199,900,True,budget_exhausted,0.011926642000616994
DE,booth,2,18,0.0,0.0,10000,199,1050,True,budget_exhausted,0.01205061000018759
DE,booth,2,19,0.0,0.0,10000,199,1500,True,budget_exhausted,0.012069891999999527
DE,booth,2,20,0.0,0.0,10000,199,700,True,budget_exhausted,0.012080999999852793
DE,booth,2,21,0.0,0.0,10000,199,1400,True,budget_exhausted,0.011983565999798884
DE,booth,2,22,0.0,0.0,10000,199,1300,True,budget_exhausted,0.012509623999903852
DE,booth,2,23,0.0,0.0,10000,199,1200,True,budget_exhausted,0.011504858000080276
DE,booth,2,24,0.0,0.0,10000,199,1350,True,budget_exhausted,0.01177443599954131
DE,booth,2,25,0.0,0.0,10000,199,1250,True,budget_exhausted,0.012045947999467899
DE,booth,2,26,0.0,0.0,10000,199,1050,True,budget_exhausted,0.012073235000571003
DE,booth,2,27,0.0,0.0,10000,199,1300,True,budget_exhausted,0.012000138000075822
DE,booth,2,28,0.0,0.0,10000,199,1250,True,budget_exhausted,0.012082023999937519
DE,booth,2,29,0.0,0.0,10000,199,1250,True,budget_exhausted,0.012029686999994738
Random,booth,2,0,0.041192445760544275,0.041192445760544275,10000,200,,False,budget_exhausted,0.003693235999890021
Random,booth,2,1,0.018195358102936262,0.018195358102936262,10000,200,,False,budget_exhausted,0.003588941999623785
Random,booth,2,2,0.0011028954815574977,0.0011028954815574977,10000,200,,False,budget_exhausted,0.003570069000488729
Random,booth,2,3,0.008999263979817904,0.008999263979817904,10000,200,,False,budget_exhausted,0.0035442120006337063
Random,booth,2,4,0.01357648362229186,0.01357648362229186,10000,200,,False,budget_exhausted,0.0035915569997087005
Random,booth,2,5,0.02421406948908644,0.02421406948908644,10000,200,,False,budget_exhausted,0.0035819630002151825
Random,booth,2,6,0.06522337263221548,0.06522337263221548,10000,200,,False,budget_exhausted,0.0035582950004027225
Random,booth,2,7,0.011521744261580199,0.011521744261580199,10000,200,,False,budget_exhausted,0.003501620000861294
Random,booth,2,8,0.004278871607408317,0.004278871607408317,10000,200,,False,budget_exhausted,0.0034560880003482453
Random,booth,2,9,0.015406018678420785,0.015406018678420785,10000,200,,False,budget_exhausted,0.0034587199997986318
Random,booth,2,10,0.008004486589708976,0.008004486589708976,10000,200,,False,budget_exhausted,0.0034526270001151715
Random,booth,2,11,0.10352417487611756,0.10352417487611756,10000,200,,False,budget_exhausted,0.003447042000516376
Random,booth,2,12,0.11523173705919003,0.11523173705919003,10000,200,,False,budget_exhausted,0.00354406100086635
Random,booth,2,13,0.03138585601811453,0.03138585601811453,10000,200,,False,budget_exhausted,0.0036069210000277963
Random,booth,2,14,0.009828631976102776,0.009828631976102776,10000,200,,False,budget_exhausted,0.0035984520000056364
Random,booth,2,15,0.009658749347126369,0.009658749347126369,10000,200,,False,budget_exhausted,0.0035506779995557736
Random,booth,2,16,0.0019427008022590941,0.0019427008022590941,10000,200,,False,budget_exhausted,0.0035370550003790413
Random,booth,2,17,0.034527228442667715,0.034527228442667715,10000,200,,False,budget_exhausted,0.003577587000108906
Random,booth,2,18,0.0526584109598695,0.0526584109598695,10000,200,,False,budget_exhausted,0.0035598229997049202
Random,booth,2,19,0.07237372701097962,0.07237372701097962,10000,200,,False,budget_exhausted,0.0035161519999746815
Random,booth,2,20,0.041253817391120384,0.041253817391120384,10000,200,,False,budget_exhausted,0.003573891999621992
Random,booth,2,21,0.02822739881531335,0.02822739881531335,10000,200,,False,budget_exhausted,0.0035275709997222293
Random,booth,2,22,1.236160276506172e-05,1.236160276506172e-05,10000,200,3450,True,budget_exhausted,0.003590342000279634
Random,booth,2,23,0.0235466076379641,0.0235466076379641,10000,200,,False,budget_exhausted,0.0035867599999619415
Random,booth,2,24,0.07574071021018461,0.07574071021018461,10000,200,,False,budget_exhausted,0.0035490529999151477
Random,booth,2,25,0.008402079135041473,0.008402079135041473,10000,200,,False,budget_exhausted,0.0035818779997498496
Random,booth,2,26,0.01847795608178818,0.01847795608178818,10000,200,,False,budget_exhausted,0.0035400100005062995
Random,booth,2,27,0.03114157372652202,0.03114157372652202,10000,200,,False,budget_exhausted,0.003558434999831661
Random,booth,2,28,0.005346846830362944,0.005346846830362944,10000,200,,False,budget_exhausted,0.0035664619999806746
Random,booth,2,29,0.014687929381673449,0.014687929381673449,10000,200,,False,budget_exhausted,0.003530199000124412
CDA (paper),himmelblau,2,0,6.193622386528633e-07,6.193622386528633e-07,7346,13,5847,True,extinction,0.0017929420000655227
CDA (paper),himmelblau,2,1,8.241632858746532e-07,8.241632858746532e-07,6063,14,5553,True,extinction,0.0015653139998903498
CDA (paper),himmelblau,2,2,6.014810274098206e-08,6.014810274098206e-08,5540,12,5227,True,extinction,0.0013529859998016036
CDA (paper),himmelblau,2,3,5.820223825678181e-08,5.820223825678181e-08,7308,14,6084,True,extinction,0.001639128000533674
CDA (paper),himmelblau,2,4,3.380822719835589e-08,3.380822719835589e-08,8813,25,6376,True,mean_gap,0.0024040400003286777
CDA (paper),himmelblau,2,5,3.789679092026265e-08,3.789679092026265e-08,6138,24,5237,True,mean_gap,0.0021893020002607955
CDA (paper),himmelblau,2,6,9.54148908811102e-10,9.54148908811102e-10,5711,18,4469,True,extinction,0.001716818000204512
CDA (paper),himmelblau,2,7,2.3740525797728145e-07,2.3740525797728145e-07,8379,24,5406,True,mean_gap,0.0023183140001492575
CDA (paper),himmelblau,2,8,1.1947736626394907e-09,1.1947736626394907e-09,6789,19,4561,True,extinction,0.0019304209999972954
CDA (paper),himmelblau,2,9,1.4836684729448058e-06,1.4836684729448058e-06,6205,14,4537,True,extinction,0.0015474619995075045
CDA (paper),himmelblau,2,10,8.718942299217863e-10,8.718942299217863e-10,6461,18,5122,True,extinction,0.0018321540001124959
CDA (paper),himmelblau,2,11,1.7328493461341982e-11,1.7328493461341982e-11,7568,19,5072,True,mean_gap,0.0019033089993172325
CDA (paper),himmelblau,2,12,1.3727855140693525e-08,1.3727855140693525e-08,7007,15,5625,True,extinction,0.0016277299991998007
CDA (paper),himmelblau,2,13,4.764387669205048e-08,4.764387669205048e-08,6573,15,5225,True,extinction,0.0015965430002324865
CDA (paper),himmelblau,2,14,1.2926040482478854e-06,1.2926040482478854e-06,5232,13,4015,True,extinction,0.0013433439999062102
CDA (paper),himmelblau,2,15,3.773016681062227e-08,3.773016681062227e-08,7778,24,4772,True,extinction,0.0021886220001761103
CDA (paper),himmelblau,2,16,4.021502592397547e-06,4.021502592397547e-06,5973,13,3959,True,extinction,0.0014371770002981066
CDA (paper),himmelblau,2,17,9.684913742770844e-08,9.684913742770844e-08,7688,14,4209,True,extinction,0.0016007880003598984
CDA (paper),himmelblau,2,18,2.445626057590345e-07,2.445626057590345e-07,6295,15,5035,True,extinction,0.0015542480005024117
CDA (paper),himmelblau,2,19,1.0593844838726851e-07,1.0593844838726851e-07,6721,20,6249,True,extinction,0.0018730520005192375
CDA (paper),himmelblau,2,20,3.8479903408689954e-07,3.8479903408689954e-07,6570,24,5722,True,mean_gap,0.0021064140000817133
CDA (paper),himmelblau,2,21,1.5228089717417634e-08,1.5228089717417634e-08,6965,16,4916,True,extinction,0.0016834399993967963
CDA (paper),himmelblau,2,22,1.2830645384400964e-08,1.2830645384400964e-08,7614,14,6313,True,extinction,0.0016133279996211058
CDA (paper),himmelblau,2,23,1.7818726901679534e-08,1.7818726901679534e-08,7240,17,5511,True,extinction,0.0017638330000409042
CDA (paper),himmelblau,2,24,6.536597341587528e-09,6.536597341587528e-09,6665,15,4914,True,extinction,0.0016227219994107145
CDA (paper),himmelblau,2,25,6.097230338432882e-06,6.097230338432882e-06,6387,16,4277,True,extinction,0.0016231400004471652
CDA (paper),himmelblau,2,26,1.7235603948386217e-06,1.7235603948386217e-06,6418,26,5355,True,mean_gap,0.0022025910002412274
CDA (paper),himmelblau,2,27,5.678141913134751e-06,5.678141913134751e-06,6021,13,5762,True,extinction,0.001416256000084104
CDA (paper),himmelblau,2,28,4.7581822220198167e-07,4.7581822220198167e-07,6935,14,5521,True,extinction,0.001573141000335454
CDA (paper),himmelblau,2,29,8.700283690783924e-09,8.700283690783924e-09,6941,15,5246,True,extinction,0.0016326579998349189
CDA (budgeted),himmelblau,2,0,0.0011994799817738547,0.0011994799817738547,10000,16,,False,budget_exhausted,0.0019659600002341904
CDA (budgeted),himmelblau,2,1,0.0001597479452700041,0.0001597479452700041,10000,10,,False,budget_exhausted,0.0014714700000695302
CDA (budgeted),himmelblau,2,2,0.00022701509745693993,0.00022701509745693993,10000,11,,False,budget_exhausted,0.001550693000353931
CDA (budgeted),himmelblau,2,3,0.00038757058401725427,0.00038757058401725427,10000,9,,False,budget_exhausted,0.001430336999874271
CDA (budgeted),himmelblau,2,4,0.0007067306456086386,0.0007067306456086386,10000,9,,False,budget_exhausted,0.001514057999884244
CDA (budgeted),himmelblau,2,5,8.313503879493677e-05,8.313503879493677e-05,10000,10,9198,True,budget_exhausted,0.001493985999331926
CDA (budgeted),himmelblau,2,6,0.00048045248178873475,0.00048045248178873475,10000,10,,False,budget_exhausted,0.001533618000394199
CDA (budgeted),himmelblau,2,7,0.0006047895915579972,0.0006047895915579972,10000,15,,False,budget_exhausted,0.0017513499997221516
CDA (budgeted),himmelblau,2,8,0.0002104869491603499,0.0002104869491603499,10000,11,,False,budget_exhausted,0.001559998000630003
CDA (budgeted),himmelblau,2,9,0.00043788208762093943,0.00043788208762093943,10000,16,,False,budget_exhausted,0.0018599929999254528
CDA (budgeted),himmelblau,2,10,0.00011069338276796667,0.00011069338276796667,10000,11,,False,budget_exhausted,0.0015611079998052446
CDA (budgeted),himmelblau,2,11,0.0010056648155942556,0.0010056648155942556,10000,16,,False,budget_exhausted,0.0018563209996500518
CDA (budgeted),himmelblau,2,12,0.0015785351573740477,0.0015785351573740477,10000,15,,False,budget_exhausted,0.00186707699958788
CDA (budgeted),himmelblau,2,13,0.0004085522543736537,0.0004085522543736537,10000,10,,False,budget_exhausted,0.001481794000028458
CDA (budgeted),himmelblau,2,14,0.002127084001344198,0.002127084001344198,10000,16,,False,budget_exhausted,0.001940502999786986
