algorithm,problem,dim,seed,best_value,error,evaluations,iterations,evals_to_target,success,stop_reason,seconds
CDA (budgeted),rosenbrock_2d,2,1,0.0007181495185121633,0.0007181495185121633,10000,9,,False,budget_exhausted,0.0015699030000178027
CDA (budgeted),rosenbrock_2d,2,2,0.0008165486127668489,0.0008165486127668489,10000,14,,False,budget_exhausted,0.0019804060002570623
CDA (budgeted),rosenbrock_2d,2,3,0.0003625176105506637,0.0003625176105506637,10000,15,,False,budget_exhausted,0.0020349850001366576
CDA (budgeted),rosenbrock_2d,2,4,0.0009601761932800406,0.0009601761932800406,10000,14,,False,budget_exhausted,0.0019038210002690903
CDA (budgeted),rosenbrock_2d,2,5,0.0003780813487398826,0.0003780813487398826,10000,11,,False,budget_exhausted,0.001739610000186076
CDA (budgeted),rosenbrock_2d,2,6,0.0013971681253684696,0.0013971681253684696,10000,14,,False,budget_exhausted,0.0019259250002505723
CDA (budgeted),rosenbrock_2d,2,7,0.0005724256885728462,0.0005724256885728462,10000,9,,False,budget_exhausted,0.0015648640001018066
CDA (budgeted),rosenbrock_2d,2,8,0.0001998417476728198,0.0001998417476728198,10000,10,,False,budget_exhausted,0.001649556999836932
CDA (budgeted),rosenbrock_2d,2,9,0.003247988228631805,0.003247988228631805,10000,9,,False,budget_exhausted,0.0016432930005976232
CDA (budgeted),rosenbrock_2d,2,10,5.831908242465985e-05,5.831908242465985e-05,10000,15,6822,True,budget_exhausted,0.0020761770001627156
CDA (budgeted),rosenbrock_2d,2,11,0.0003384950398751244,0.0003384950398751244,10000,16,,False,budget_exhausted,0.00210116400012339
CDA (budgeted),rosenbrock_2d,2,12,0.00471043074326249,0.00471043074326249,10000,15,,False,budget_exhausted,0.002008333999583556
CDA (budgeted),rosenbrock_2d,2,13,0.0007244881367774411,0.0007244881367774411,10000,14,,False,budget_exhausted,0.002023774000008416
CDA (budgeted),rosenbrock_2d,2,14,0.000873997906597433,0.000873997906597433,10000,11,,False,budget_exhausted,0.0016994769994198577
CDA (budgeted),rosenbrock_2d,2,15,0.000620004307125924,0.000620004307125924,10000,10,,False,budget_exhausted,0.0016335099999196245
CDA (budgeted),rosenbrock_2d,2,16,0.0012218216822089312,0.0012218216822089312,10000,10,,False,budget_exhausted,0.0015997640002751723
CDA (budgeted),rosenbrock_2d,2,17,0.0027874097469834293,0.0027874097469834293,10000,16,,False,budget_exhausted,0.002210824000030698
CDA (budgeted),rosenbrock_2d,2,18,0.00013255728446008938,0.00013255728446008938,10000,10,,False,budget_exhausted,0.001651321000281314
CDA (budgeted),rosenbrock_2d,2,19,0.0017092016279437775,0.0017092016279437775,10000,15,,False,budget_exhausted,0.002067138000711566
CDA (budgeted),rosenbrock_2d,2,20,0.00017292011992977435,0.00017292011992977435,10000,14,,False,budget_exhausted,0.0018438719998812303
CDA (budgeted),rosenbrock_2d,2,21,0.0003724940450703272,0.0003724940450703272,10000,11,,False,budget_exhausted,0.0015777859998706845
CDA (budgeted),rosenbrock_2d,2,22,8.892250721191097e-05,8.892250721191097e-05,10000,13,9201,True,budget_exhausted,0.0016544649997740635
CDA (budgeted),rosenbrock_2d,2,23,0.0022896384244182515,0.0022896384244182515,10000,10,,False,budget_exhausted,0.0015324309997595265
CDA (budgeted),rosenbrock_2d,2,24,5.06719491366385e-06,5.06719491366385e-06,10000,14,7943,True,budget_exhausted,0.0017941209998753038
CDA (budgeted),rosenbrock_2d,2,25,0.0003078335644598248,0.0003078335644598248,10000,15,,False,budget_exhausted,0.0019196969997210545
CDA (budgeted),rosenbrock_2d,2,26,0.0007084562697708147,0.0007084562697708147,10000,9,,False,budget_exhausted,0.0014626940001107869
CDA (budgeted),rosenbrock_2d,2,27,0.0004425530636438783,0.0004425530636438783,10000,15,,False,budget_exhausted,0.001892095000584959
CDA (budgeted),rosenbrock_2d,2,28,0.0005703516871231026,0.0005703516871231026,10000,15,,False,budget_exhausted,0.0019301149995953892
CDA (budgeted),rosenbrock_2d,2,29,0.00015348371541835774,0.00015348371541835774,10000,14,,False,budget_exhausted,0.0018041740004264284
PSO,rosenbrock_2d,2,0,4.883524464392953e-09,4.883524464392953e-09,10000,199,2250,True,budget_exhausted,0.006806280999626324
PSO,rosenbrock_2d,2,1,6.885679975065973e-11,6.885679975065973e-11,10000,199,1950,True,budget_exhausted,0.006734585000231164
PSO,rosenbrock_2d,2,2,1.5238000202994524e-10,1.5238000202994524e-10,10000,199,2500,True,budget_exhausted,0.006701948000227276
PSO,rosenbrock_2d,2,3,2.4929725137603155e-10,2.4929725137603155e-10,10000,199,1500,True,budget_exhausted,0.006604799000342609
PSO,rosenbrock_2d,2,4,3.862184294037439e-12,3.862184294037439e-12,10000,199,2150,True,budget_exhausted,0.006699773000036657
PSO,rosenbrock_2d,2,5,4.465848536478443e-11,4.465848536478443e-11,10000,199,1800,True,budget_exhausted,0.006636905000050319
PSO,rosenbrock_2d,2,6,1.156755454659252e-12,1.156755454659252e-12,10000,199,1800,True,budget_exhausted,0.006611134999729984
PSO,rosenbrock_2d,2,7,1.1108494564704166e-10,1.1108494564704166e-10,10000,199,1400,True,budget_exhausted,0.006662316999609175
PSO,rosenbrock_2d,2,8,1.2877297231005456e-10,1.2877297231005456e-10,10000,199,2650,True,budget_exhausted,0.006650651000200014
PSO,rosenbrock_2d,2,9,2.3650491706751094e-10,2.3650491706751094e-10,10000,199,2000,True,budget_exhausted,0.006683427000098163
PSO,rosenbrock_2d,2,10,2.0776279441172436e-11,2.0776279441172436e-11,10000,199,1250,True,budget_exhausted,0.006637277000663744
PSO,rosenbrock_2d,2,11,1.0343820772248842e-11,1.0343820772248842e-11,10000,199,2750,True,budget_exhausted,0.006673937999948976
PSO,rosenbrock_2d,2,12,1.8125550680958495e-12,1.8125550680958495e-12,10000,199,1850,True,budget_exhausted,0.006581364999874495
PSO,rosenbrock_2d,2,13,3.72746542977047e-11,3.72746542977047e-11,10000,199,2700,True,budget_exhausted,0.006556873000590713
PSO,rosenbrock_2d,2,14,3.816111991197788e-12,3.816111991197788e-12,10000,199,2050,True,budget_exhausted,0.006550799000251573
PSO,rosenbrock_2d,2,15,7.75810656836645e-14,7.75810656836645e-14,10000,199,1900,True,budget_exhausted,0.006481048999376071
PSO,rosenbrock_2d,2,16,1.420768426061286e-11,1.420768426061286e-11,10000,199,1150,True,budget_exhausted,0.006476561999988917
PSO,rosenbrock_2d,2,17,1.3953334254864783e-11,1.3953334254864783e-11,10000,199,1400,True,budget_exhausted,0.006555140999807918
PSO,rosenbrock_2d,2,18,3.482632318772689e-11,3.482632318772689e-11,10000,199,2150,True,budget_exhausted,0.006629983000493667
PSO,rosenbrock_2d,2,19,4.070571632326271e-11,4.070571632326271e-11,10000,199,2600,True,budget_exhausted,0.006695136000416824
PSO,rosenbrock_2d,2,20,1.0033304304177053e-08,1.0033304304177053e-08,10000,199,4000,True,budget_exhausted,0.006609574000322027
PSO,rosenbrock_2d,2,21,5.378357580138386e-10,5.378357580138386e-10,10000,199,3550,True,budget_exhausted,0.006664162000561191
PSO,rosenbrock_2d,2,22,7.619522104208479e-12,7.619522104208479e-12,10000,199,1750,True,budget_exhausted,0.006600558000172896
PSO,rosenbrock_2d,2,23,3.04140958811314e-12,3.04140958811314e-12,10000,199,1600,True,budget_exhausted,0.006632844000705518
PSO,rosenbrock_2d,2,24,2.9019687111692732e-11,2.9019687111692732e-11,10000,199,1600,True,budget_exhausted,0.006704334000460221
PSO,rosenbrock_2d,2,25,2.910161977964026e-09,2.910161977964026e-09,10000,199,1150,True,budget_exhausted,0.0066383029998178245
PSO,rosenbrock_2d,2,26,3.686306142112065e-10,3.686306142112065e-10,10000,199,3300,True,budget_exhausted,0.006663289999778499
PSO,rosenbrock_2d,2,27,1.84004239179654e-11,1.84004239179654e-11,10000,199,2400,True,budget_exhausted,0.00660727299964492
PSO,rosenbrock_2d,2,28,1.2586352784414172e-11,1.2586352784414172e-11,10000,199,1650,True,budget_exhausted,0.006596797000383958
PSO,rosenbrock_2d,2,29,2.385698725876425e-10,2.385698725876425e-10,10000,199,2850,True,budget_exhausted,0.006638726999881328
GA,rosenbrock_2d,2,0,0.04306125620733804,0.04306125620733804,10000,199,,False,budget_exhausted,0.011427769999500015
GA,rosenbrock_2d,2,1,0.11656563768988834,0.11656563768988834,10000,199,,False,budget_exhausted,0.011180944999978237
GA,rosenbrock_2d,2,2,0.011871480316698338,0.011871480316698338,10000,199,,False,budget_exhausted,0.011244751000049291
GA,rosenbrock_2d,2,3,2.769767690199642e-05,2.769767690199642e-05,10000,199,850,True,budget_exhausted,0.01111873799982277
GA,rosenbrock_2d,2,4,0.26787291901560056,0.26787291901560056,10000,199,,False,budget_exhausted,0.01118526699974609
GA,rosenbrock_2d,2,5,0.3686354636233338,0.3686354636233338,10000,199,,False,budget_exhausted,0.011249217999647954
GA,rosenbrock_2d,2,6,0.0012336273329230862,0.0012336273329230862,10000,199,,False,budget_exhausted,0.011334130999784975
GA,rosenbrock_2d,2,7,0.1294018872967035,0.1294018872967035,10000,199,,False,budget_exhausted,0.011069724000662973
GA,rosenbrock_2d,2,8,0.0010022434493690744,0.0010022434493690744,10000,199,,False,budget_exhausted,0.011261718999776349
GA,rosenbrock_2d,2,9,0.24252284881027214,0.24252284881027214,10000,199,,False,budget_exhausted,0.011205984000298486
GA,rosenbrock_2d,2,10,7.378322585978642e-05,7.378322585978642e-05,10000,199,950,True,budget_exhausted,0.011242929000218282
GA,rosenbrock_2d,2,11,0.3160106926850131,0.3160106926850131,10000,199,,False,budget_exhausted,0.011309952000374324
GA,rosenbrock_2d,2,12,0.021344189785192168,0.021344189785192168,10000,199,,False,budget_exhausted,0.011016929000106757
GA,rosenbrock_2d,2,13,0.00013888086871431484,0.00013888086871431484,10000,199,,False,budget_exhausted,0.011210435000066354
GA,rosenbrock_2d,2,14,0.0002507809127932008,0.0002507809127932008,10000,199,,False,budget_exhausted,0.011184544000570895
GA,rosenbrock_2d,2,15,0.0024982593502164414,0.0024982593502164414,10000,199,,False,budget_exhausted,0.011281031999715196
GA,rosenbrock_2d,2,16,0.0005073710637188284,0.0005073710637188284,10000,199,,False,budget_exhausted,0.011167487000420806
GA,rosenbrock_2d,2,17,0.027799705508571373,0.027799705508571373,10000,199,,False,budget_exhausted,0.011440461999882245
GA,rosenbrock_2d,2,18,0.0042379846469372704,0.0042379846469372704,10000,199,,False,budget_exhausted,0.01118257599955541
GA,rosenbrock_2d,2,19,0.12544354284163323,0.12544354284163323,10000,199,,False,budget_exhausted,0.011074504999669443
GA,rosenbrock_2d,2,20,0.0008659167585778974,0.0008659167585778974,10000,199,,False,budget_exhausted,0.011325346999910835
GA,rosenbrock_2d,2,21,0.0063896282485630855,0.0063896282485630855,10000,199,,False,budget_exhausted,0.011174504999871715
GA,rosenbrock_2d,2,22,0.0026062202364341147,0.0026062202364341147,10000,199,,False,budget_exhausted,0.01120683800036204
GA,rosenbrock_2d,2,23,0.001927150377350823,0.001927150377350823,10000,199,,False,budget_exhausted,0.01119871700029762
GA,rosenbrock_2d,2,24,2.0472419695118523e-05,2.0472419695118523e-05,10000,199,3500,True,budget_exhausted,0.010964228000375442
GA,rosenbrock_2d,2,25,2.588138488445285e-05,2.588138488445285e-05,10000,199,1050,True,budget_exhausted,0.011189715000000433
GA,rosenbrock_2d,2,26,0.016726161377569555,0.016726161377569555,10000,199,,False,budget_exhausted,0.011389539999981935
GA,rosenbrock_2d,2,27,0.00337708903509668,0.00337708903509668,10000,199,,False,budget_exhausted,0.01126616900000954
GA,rosenbrock_2d,2,28,0.02654287135396726,0.02654287135396726,10000,199,,False,budget_exhausted,0.010656772999936948
GA,rosenbrock_2d,2,29,0.15548030030070117,0.15548030030070117,10000,199,,False,budget_exhausted,0.011194063999937498
DE,rosenbrock_2d,2,0,0.0,0.0,10000,199,1450,True,budget_exhausted,0.01265296000019589
DE,rosenbrock_2d,2,1,0.0,0.0,10000,199,1700,True,budget_exhausted,0.01248729800045112
DE,rosenbrock_2d,2,2,0.0,0.0,10000,199,1300,True,budget_exhausted,0.012639335000130814
DE,rosenbrock_2d,2,3,0.0,0.0,10000,199,1150,True,budget_exhausted,0.012516920000052778
DE,rosenbrock_2d,2,4,0.0,0.0,10000,199,1250,True,budget_exhausted,0.012560076000227127
DE,rosenbrock_2d,2,5,0.0,0.0,10000,199,1550,True,budget_exhausted,0.012487420000070415
DE,rosenbrock_2d,2,6,0.0,0.0,10000,199,2050,True,budget_exhausted,0.012532567000562267
DE,rosenbrock_2d,2,7,0.0,0.0,10000,199,1250,True,budget_exhausted,0.012555045000226528
DE,rosenbrock_2d,2,8,0.0,0.0,10000,199,1650,True,budget_exhausted,0.012585661000230175
DE,rosenbrock_2d,2,9,0.0,0.0,10000,199,1100,True,budget_exhausted,0.012576336000165611
DE,rosenbrock_2d,2,10,0.0,0.0,10000,199,1650,True,budget_exhausted,0.01253665300009743
DE,rosenbrock_2d,2,11,0.0,0.0,10000,199,1450,True,budget_exhausted,0.012614852999831783
DE,rosenbrock_2d,2,12,0.0,0.0,10000,199,1800,True,budget_exhausted,0.012626351000108116
DE,rosenbrock_2d,2,13,0.0,0.0,10000,199,1650,True,budget_exhausted,0.012527417000455898
DE,rosenbrock_2d,2,14,0.0,0.0,10000,199,1450,True,budget_exhausted,0.013024120999943989
DE,rosenbrock_2d,2,15,0.0,0.0,10000,199,1000,True,budget_exhausted,0.012883207999948354
DE,rosenbrock_2d,2,16,0.0,0.0,10000,199,1700,True,budget_exhausted,0.012984302000404568
DE,rosenbrock_2d,2,17,0.0,0.0,10000,199,1050,True,budget_exhausted,0.012658134999583126
DE,rosenbrock_2d,2,18,0.0,0.0,10000,199,1200,True,budget_exhausted,0.012685141000474687
DE,rosenbrock_2d,2,19,0.0,0.0,10000,199,1450,True,budget_exhausted,0.012512148000496381
DE,rosenbrock_2d,2,20,0.0,0.0,10000,199,1600,True,budget_exhausted,0.012593388999448507
DE,rosenbrock_2d,2,21,0.0,0.0,10000,199,800,True,budget_exhausted,0.01261362100012775
DE,rosenbrock_2d,2,22,0.0,0.0,10000,199,1350,True,budget_exhausted,0.012612073000127566
DE,rosenbrock_2d,2,23,0.0,0.0,10000,199,1450,True,budget_exhausted,0.012497022999923502
DE,rosenbrock_2d,2,24,0.0,0.0,10000,199,1450,True,budget_exhausted,0.012706675000117684
DE,rosenbrock_2d,2,25,0.0,0.0,10000,199,1200,True,budget_exhausted,0.012640968999221514
DE,rosenbrock_2d,2,26,0.0,0.0,10000,199,1500,True,budget_exhausted,0.012725810000119964
DE,rosenbrock_2d,2,27,0.0,0.0,10000,199,1100,True,budget_exhausted,0.01256052600001567
DE,rosenbrock_2d,2,28,0.0,0.0,10000,199,750,True,budget_exhausted,0.012538529000266863
DE,rosenbrock_2d,2,29,0.0,0.0,10000,199,1250,True,budget_exhausted,0.013080261000141036
Random,rosenbrock_2d,2,0,0.01733339679803074,0.01733339679803074,10000,200,,False,budget_exhausted,0.004004727999927127
Random,rosenbrock_2d,2,1,0.0024673323659286438,0.0024673323659286438,10000,200,,False,budget_exhausted,0.003998660000434029
Random,rosenbrock_2d,2,2,0.0008884613768003357,0.0008884613768003357,10000,200,,False,budget_exhausted,0.003993446000094991
Random,rosenbrock_2d,2,3,0.016260489420572344,0.016260489420572344,10000,200,,False,budget_exhausted,0.003976449000219873
Random,rosenbrock_2d,2,4,0.000607533291416412,0.000607533291416412,10000,200,,False,budget_exhausted,0.0039742050003042095
Random,rosenbrock_2d,2,5,0.011532668426513584,0.011532668426513584,10000,200,,False,budget_exhausted,0.00404608000008011
Random,rosenbrock_2d,2,6,0.005186878769229544,0.005186878769229544,10000,200,,False,budget_exhausted,0.003947174000131781
Random,rosenbrock_2d,2,7,0.0005870344130869284,0.0005870344130869284,10000,200,,False,budget_exhausted,0.003960035999625688
Random,rosenbrock_2d,2,8,0.003910545292254061,0.003910545292254061,10000,200,,False,budget_exhausted,0.003954738999709662
Random,rosenbrock_2d,2,9,0.0007091531157034399,0.0007091531157034399,10000,200,,False,budget_exhausted,0.003976689999944938
Random,rosenbrock_2d,2,10,0.006621040026788368,0.006621040026788368,10000,200,,False,budget_exhausted,0.004005724999842641
Random,rosenbrock_2d,2,11,0.0051861282267345625,0.0051861282267345625,10000,200,,False,budget_exhausted,0.003983863999565074
Random,rosenbrock_2d,2,12,0.00446547085526862,0.00446547085526862,10000,200,,False,budget_exhausted,0.0039525600004708394
Random,rosenbrock_2d,2,13,0.005242182405161241,0.005242182405161241,10000,200,,False,budget_exhausted,0.004081356000824599
Random,rosenbrock_2d,2,14,0.0013092421969730208,0.0013092421969730208,10000,200,,False,budget_exhausted,0.004004327000075136
Random,rosenbrock_2d,2,15,0.0007167128471184041,0.0007167128471184041,10000,200,,False,budget_exhausted,0.003960676999668067
Random,rosenbrock_2d,2,16,0.0019887234410129323,0.0019887234410129323,10000,200,,False,budget_exhausted,0.0039658380001128535
Random,rosenbrock_2d,2,17,0.010990558937295693,0.010990558937295693,10000,200,,False,budget_exhausted,0.003955825000048208
Random,rosenbrock_2d,2,18,0.004525507550572589,0.004525507550572589,10000,200,,False,budget_exhausted,0.004051099000207614
Random,rosenbrock_2d,2,19,0.014980098810088991,0.014980098810088991,10000,200,,False,budget_exhausted,0.003899678999914613
Random,rosenbrock_2d,2,20,0.008039791160176432,0.008039791160176432,10000,200,,False,budget_exhausted,0.0038814899999124464
Random,rosenbrock_2d,2,21,0.006858828116005827,0.006858828116005827,10000,200,,False,budget_exhausted,0.0038852869993206696
Random,rosenbrock_2d,2,22,0.030155480574436185,0.030155480574436185,10000,200,,False,budget_exhausted,0.004006120000667579
Random,rosenbrock_2d,2,23,2.4634442092434777e-06,2.4634442092434777e-06,10000,200,8800,True,budget_exhausted,0.003960184999414196
Random,rosenbrock_2d,2,24,0.005586251452664489,0.005586251452664489,10000,200,,False,budget_exhausted,0.003921990999515401
Random,rosenbrock_2d,2,25,0.015200046371173628,0.015200046371173628,10000,200,,False,budget_exhausted,0.004017879999992147
Random,rosenbrock_2d,2,26,0.003699674007720668,0.003699674007720668,10000,200,,False,budget_exhausted,0.00393779300065944
Random,rosenbrock_2d,2,27,0.0016895576208129414,0.0016895576208129414,10000,200,,False,budget_exhausted,0.0039753499995640595
Random,rosenbrock_2d,2,28,0.0043088874518691115,0.0043088874518691115,10000,200,,False,budget_exhausted,0.003969898999457655
Random,rosenbrock_2d,2,29,0.005482136544283187,0.005482136544283187,10000,200,,False,budget_exhausted,0.003948189999391616
CDA (paper),rosenbrock_10d,10,0,11.798328579146117,11.798328579146117,12186,37,,False,extinction,0.005608256000414258
CDA (paper),rosenbrock_10d,10,1,11.035409721087225,11.035409721087225,13827,32,,False,mean_gap,0.005621797000458173
CDA (paper),rosenbrock_10d,10,2,7.668185551652962,7.668185551652962,9583,33,,False,mean_gap,0.004585693000080937
CDA (paper),rosenbrock_10d,10,3,12.225992914521076,12.225992914521076,11326,38,,False,mean_gap,0.005310796000230766
CDA (paper),rosenbrock_10d,10,4,10.64357547990717,10.64357547990717,12235,38,,False,mean_gap,0.005486926999765274
CDA (paper),rosenbrock_10d,10,5,8.628123445790399,8.628123445790399,14939,37,,False,mean_gap,0.0060832089993709815
CDA (paper),rosenbrock_10d,10,6,12.604479852339558,12.604479852339558,13543,38,,False,mean_gap,0.005903885000407172
CDA (paper),rosenbrock_10d,10,7,10.33261639111571,10.33261639111571,10632,35,,False,mean_gap,0.004928470000777452
CDA (paper),rosenbrock_10d,10,8,10.906869187310052,10.906869187310052,12703,36,,False,mean_gap,0.005535125999813317
CDA (paper),rosenbrock_10d,10,9,14.848527014388015,14.848527014388015,12432,39,,False,mean_gap,0.005576078000558482
CDA (paper),rosenbrock_10d,10,10,9.29234619369706,9.29234619369706,11810,36,,False,mean_gap,0.00527375099954952
CDA (paper),rosenbrock_10d,10,11,11.425937138974906,11.425937138974906,8301,28,,False,extinction,0.0038718859996151878
CDA (paper),rosenbrock_10d,10,12,10.003189617805283,10.003189617805283,12316,35,,False,mean_gap,0.005319457000041439
CDA (paper),rosenbrock_10d,10,13,13.961570243339201,13.961570243339201,14315,38,,False,extinction,0.006048881000424444
CDA (paper),rosenbrock_10d,10,14,11.351165010295837,11.351165010295837,8692,35,,False,mean_gap,0.004500869999901624
CDA (paper),rosenbrock_10d,10,15,12.067937687653018,12.067937687653018,13515,41,,False,mean_gap,0.005955000000540167
CDA (paper),rosenbrock_10d,10,16,29.702941092593903,29.702941092593903,11933,39,,False,mean_gap,0.005361321000236785
CDA (paper),rosenbrock_10d,10,17,7.873300339659093,7.873300339659093,15305,37,,False,mean_gap,0.005982179000056931
CDA (paper),rosenbrock_10d,10,18,9.810297774464251,9.810297774464251,13598,36,,False,mean_gap,0.005553691999921284
CDA (paper),rosenbrock_10d,10,19,9.614269289222282,9.614269289222282,12526,39,,False,mean_gap,0.005488085999786563
CDA (paper),rosenbrock_10d,10,20,9.821218142590514,9.821218142590514,8400,38,,False,mean_gap,0.0044698579995383625
CDA (paper),rosenbrock_10d,10,21,11.169787067696785,11.169787067696785,10917,35,,False,mean_gap,0.00487711100049637
CDA (paper),rosenbrock_10d,10,22,12.00563927429573,12.00563927429573,8673,34,,False,mean_gap,0.004244705000019167
CDA (paper),rosenbrock_10d,10,23,9.345614111658392,9.345614111658392,12853,34,,False,mean_gap,0.005297308000081102
CDA (paper),rosenbrock_10d,10,24,9.90950225230486,9.90950225230486,12901,35,,False,mean_gap,0.005525225999917893
CDA (paper),rosenbrock_10d,10,25,9.968875200043708,9.968875200043708,8856,34,,False,mean_gap,0.004390512999634666
CDA (paper),rosenbrock_10d,10,26,12.239856948110239,12.239856948110239,11401,37,,False,mean_gap,0.005151755000042613
CDA (paper),rosenbrock_10d,10,27,11.872479927852275,11.872479927852275,10934,39,,False,mean_gap,0.005212623999796051
CDA (paper),rosenbrock_10d,10,28,10.96580607840608,10.96580607840608,10013,40,,False,mean_gap,0.005019561000153772
CDA (paper),rosenbrock_10d,10,29,9.953758729707088,9.953758729707088,11289,35,,False,mean_gap,0.004962324999723933
CDA (budgeted),rosenbrock_10d,10,0,6.8206927724145965,6.8206927724145965,30000,178,,False,budget_exhausted,0.018674297999496048
CDA (budgeted),rosenbrock_10d,10,1,6.998819618713855,6.998819618713855,30000,205,,False,budget_exhausted,0.020155683000666613
CDA (budgeted),rosenbrock_10d,10,2,7.149662777743924,7.149662777743924,30000,201,,False,budget_exhausted,0.019708404000084556
CDA (budgeted),rosenbrock_10d,10,3,4.883880309320961,4.883880309320961,30000,49,,False,budget_exhausted,0.010594012000183284
CDA (budgeted),rosenbrock_10d,10,4,6.4016506659795365,6.4016506659795365,30000,196,,False,budget_exhausted,0.019425268999839318
CDA (budgeted),rosenbrock_10d,10,5,5.285211198868152,5.285211198868152,30000,201,,False,budget_exhausted,0.0196117220002634
CDA (budgeted),rosenbrock_10d,10,6,5.204976297017125,5.204976297017125,30000,193,,False,budget_exhausted,0.019216343999687524
CDA (budgeted),rosenbrock_10d,10,7,7.308687684005231,7.308687684005231,30000,202,,False,budget_exhausted,0.019631733000096574
CDA (budgeted),rosenbrock_10d,10,8,7.292093370822969,7.292093370822969,30000,193,,False,budget_exhausted,0.019410633000006783
CDA (budgeted),rosenbrock_10d,10,9,7.43263763561828,7.43263763561828,30000,33,,False,budget_exhausted,0.00917153699992923
CDA (budgeted),rosenbrock_10d,10,10,4.8823314854081765,4.8823314854081765,30000,207,,False,budget_exhausted,0.02017911299935804
CDA (budgeted),rosenbrock_10d,10,11,7.252525040164928,7.252525040164928,30000,206,,False,budget_exhausted,0.02017247399999178
CDA (budgeted),rosenbrock_10d,10,12,4.35967027604552,4.35967027604552,30000,183,,False,budget_exhausted,0.018469843000275432
CDA (budgeted),rosenbrock_10d,10,13,5.872907622093884,5.872907622093884,30000,39,,False,budget_exhausted,0.0099425849994077
CDA (budgeted),rosenbrock_10d,10,14,7.527416156281374,7.527416156281374,30000,139,,False,budget_exhausted,0.015897430000222812
CDA (budgeted),rosenbrock_10d,10,15,3.441464497471893,3.441464497471893,30000,185,,False,budget_exhausted,0.018488448999960383
CDA (budgeted),rosenbrock_10d,10,16,1.2277131123911111,1.2277131123911111,30000,200,,False,budget_exhausted,0.019528687999809335
CDA (budgeted),rosenbrock_10d,10,17,2.0075367199258682,2.0075367199258682,30000,197,,False,budget_exhausted,0.019595281999500003
CDA (budgeted),rosenbrock_10d,10,18,7.550046138062647,7.550046138062647,30000,201,,False,budget_exhausted,0.019689035999363114
CDA (budgeted),rosenbrock_10d,10,19,8.181980024410644,8.181980024410644,30000,36,,False,budget_exhausted,0.009557157999552146
CDA (budgeted),rosenbrock_10d,10,20,7.719310786064084,7.719310786064084,30000,199,,False,budget_exhausted,0.019519761000083236
CDA (budgeted),rosenbrock_10d,10,21,7.847532119646134,7.847532119646134,30000,197,,False,budget_exhausted,0.01888597800007119
CDA (budgeted),rosenbrock_10d,10,22,7.443002702136769,7.443002702136769,30000,43,,False,budget_exhausted,0.009848708000390616
CDA (budgeted),rosenbrock_10d,10,23,7.2882330511319084,7.2882330511319084,30000,192,,False,budget_exhausted,0.01857865199963271
CDA (budgeted),rosenbrock_10d,10,24,8.08477221102569,8.08477221102569,30000,200,,False,budget_exhausted,0.02001498800018453
CDA (budgeted),rosenbrock_10d,10,25,6.9296878897213,6.9296878897213,30000,45,,False,budget_exhausted,0.00994235599955573
CDA (budgeted),rosenbrock_10d,10,26,6.908085570900132,6.908085570900132,30000,202,,False,budget_exhausted,0.019481321999592183
CDA (budgeted),rosenbrock_10d,10,27,5.904097186814841,5.904097186814841,30000,189,,False,budget_exhausted,0.018803778999426868
CDA (budgeted),rosenbrock_10d,10,28,8.252071583410777,8.252071583410777,30000,149,,False,budget_exhausted,0.01647243699972023
CDA (budgeted),rosenbrock_10d,10,29,9.318562331815135,9.318562331815135,30000,42,,False,budget_exhausted,0.010079171999677783
PSO,rosenbrock_10d,10,0,1.7799230351474327,1.7799230351474327,30000,599,,False,budget_exhausted,0.023695013000178733
PSO,rosenbrock_10d,10,1,1.7852931417059654,1.7852931417059654,30000,599,,False,budget_exhausted,0.02367794300062087
PSO,rosenbrock_10d,10,2,1.0643375320856625,1.0643375320856625,30000,599,,False,budget_exhausted,0.023579260000587965
PSO,rosenbrock_10d,10,3,1.6842761158613122,1.6842761158613122,30000,599,,False,budget_exhausted,0.023617404000106035
PSO,rosenbrock_10d,10,4,1.0852942252361513,1.0852942252361513,30000,599,,False,budget_exhausted,0.023642557000130182
PSO,rosenbrock_10d,10,5,1.687069445333964,1.687069445333964,30000,599,,False,budget_exhausted,0.023813978000362113
PSO,rosenbrock_10d,10,6,1.6587821912581373,1.6587821912581373,30000,599,,False,budget_exhausted,0.023684191999564064
PSO,rosenbrock_10d,10,7,1.862862397443421,1.862862397443421,30000,599,,False,budget_exhausted,0.02381820000027801
PSO,rosenbrock_10d,10,8,1.5810012173064871,1.5810012173064871,30000,599,,False,budget_exhausted,0.023655459000110568
PSO,rosenbrock_10d,10,9,0.9910074569062671,0.9910074569062671,30000,599,,False,budget_exhausted,0.02373478199933743
PSO,rosenbrock_10d,10,10,6.756207405145981,6.756207405145981,30000,599,,False,budget_exhausted,0.023712440000053903
PSO,rosenbrock_10d,10,11,1.4471832189974079,1.4471832189974079,30000,599,,False,budget_exhausted,0.02354606300013984
PSO,rosenbrock_10d,10,12,1.2760767246483644,1.2760767246483644,30000,599,,False,budget_exhausted,0.023488914000154182
PSO,rosenbrock_10d,10,13,3.170693864700117,3.170693864700117,30000,599,,False,budget_exhausted,0.02352249499926984
PSO,rosenbrock_10d,10,14,1.5162156433358334,1.5162156433358334,30000,599,,False,budget_exhausted,0.02343864099930215
